parent_family,parent_directory,structure,pocc_index,hnf_group,configuration_index,auid,aurl,compound,species,species_pp,composition,natoms,energy_atom_ev,enthalpy_atom_ev,pearson_symbol_relax,spacegroup_relax,aflow_version,aflowlib_version
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_33_H2C8,33,2,8,s4e:906a1db475fe3f90,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_33_H2C8,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.74869,-9.74869,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_34_H2C10,34,2,10,s4e:6c2e9a6adea30cba,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_34_H2C10,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.76166,-9.76166,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_35_H2C12,35,2,12,s4e:160d2525603fe8ac,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_35_H2C12,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.83553,-9.83553,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_36_H2C14,36,2,14,s4e:0800ab4ca3d6bf5b,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_36_H2C14,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.8174,-9.8174,tI10,107,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_37_H3C0,37,3,0,s4e:43ca222b286df12e,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_37_H3C0,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.84434,-9.84434,mS10,8,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_38_H4C0,38,4,0,s4e:938aa144ea759e00,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_38_H4C0,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.78128,-9.78128,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_39_H4C1,39,4,1,s4e:a1de8548c9d9af7c,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_39_H4C1,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.78045,-9.78045,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_40_H4C2,40,4,2,s4e:e3fde422f497862c,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_40_H4C2,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.80931,-9.80931,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_41_H4C3,41,4,3,s4e:5dc049aee556b937,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_41_H4C3,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.80165,-9.80165,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_42_H4C4,42,4,4,s4e:a17df972f6367f18,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_42_H4C4,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.74871,-9.74871,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_43_H4C5,43,4,5,s4e:f8f84cadd1e3a588,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_43_H4C5,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.74876,-9.74876,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_44_H4C6,44,4,6,s4e:4a027c13cc19d605,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_44_H4C6,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.85555,-9.85555,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_45_H4C7,45,4,7,s4e:416f2f1ee67480f5,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_45_H4C7,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.79105,-9.79105,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_46_H4C8,46,4,8,s4e:9203d58e5db9350e,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_46_H4C8,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.82485,-9.82485,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_47_H4C10,47,4,10,s4e:c45cdff81bbdfa5d,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_47_H4C10,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.8153,-9.8153,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_48_H4C12,48,4,12,s4e:7c56649c98976895,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_48_H4C12,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.85454,-9.85454,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
bcc,A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE,POCC_49_H4C14,49,4,14,s4e:c49c214983e4a601,s4e.ai:AFLOWDATA/LIB5_WEB/Hf_pvMo_pvTa_pvTi_svZr_sv:PAW_PBE/A_cI2_229_a.A:POCC_P0-0.2xA-0.2xB-0.2xC-0.2xD-0.2xE/ARUN.POCC_49_H4C14,Hf1Mo1Ta1Ti1Zr1,Hf Mo Ta Ti Zr,Hf_pv Mo_pv Ta_pv Ti_sv Zr_sv,1 1 1 1 1,5,-9.79316,-9.79316,hR5,160,aflow3.2.14.s4e.1.0,3.2.14.s4e.1.0
